ID,Feature,Category,swap_proportion,hellinger_casuality,wasserstein_casuality,cramers_v_casuality,total_variation_casuality,JS_casuality,Casuality,Importance,combined_scores
F_4,capital-loss,<=1876,0.1,5.199104377713442,0.010914338228226876,5.058002962990164,0.2179666011963921,0.1111027995174234,3.301,19.397,5.8538000111430716e-05
F_4,capital-loss,>=1887,0.1,1.655270018971432,0.028303787896471116,7.374699739514503,0.4697949429985579,0.20453521116501416,4.878,11.15,5.863635829839082e-05
F_5,hours-per-week,<=40,0.1,1.3001950944397644,0.0027026998825390135,2.2700618004933473,0.06103413822387912,0.033069703808650104,1.502,13.373,3.1634969342350927e-06
F_5,hours-per-week,>=41,0.1,1.7783692259813622,0.0076873745921875285,3.5521619940256013,0.12126406422120005,0.06789364859017052,2.439,29.44,1.1298136264698656e-05
F_0,age,>=38,0.3,5.762079907911345,0.03551950034234729,6.828955537668401,0.51956228301232,0.16902076214588588,4.474,25.069,0.00030633326713804963
F_0,age,<=37,0.3,4.090057552634892,0.013859732632593744,5.523947181026621,0.46143899591763277,0.12212816264246017,3.341,12.09,0.00014163089624346577
F_1,race,0,0.3,0.9728361196803104,0.006082864947946987,3.3591564190990684,0.15752661628478934,0.05486830145344083,2.188,12.844,7.49659895632688e-06
F_1,race,1,0.3,3.6041032168167626,0.0094716340213431,4.295539029507303,0.17946858923249986,0.08246597500735099,2.85,18.716,3.289452392178786e-05
F_2,sex,0,0.3,1.616470434136841,0.00892550532380666,3.263843568769735,0.2600049965379681,0.0594918092960557,2.069,9.951,3.9749056346104386e-05
F_2,sex,1,0.3,4.455409530133759,0.020052506202492326,5.455042231902364,0.3280739620380249,0.11326097405600975,3.595,21.753,0.00010842036945828502
F_3,capital-gain,<=3471,0.3,47.57099122700126,0.22538964021037908,31.015773797338504,3.7120728490011072,1.001217750384256,14.494,27.507,0.02800598004011003
F_3,capital-gain,>=3674,0.3,25.009719983415884,0.7353971524170265,44.81649986548473,8.775204053544035,1.9552159321840845,22.297,26.351,0.05721829661256531
F_4,capital-loss,<=1876,0.3,29.42990534311168,0.10955187194324807,19.30399330802554,1.9664745863054907,0.6231400133646446,10.442,22.951,0.006414976185035889
F_4,capital-loss,>=1887,0.3,10.86275192443291,0.3913502966624646,29.857399212575366,4.872583036924741,1.2583634511318569,16.725,22.997,0.00994622645275571
F_5,hours-per-week,<=40,0.3,8.180392058755741,0.02946482440983036,8.833545142389687,0.6429176028810085,0.20701010785252247,5.031,14.89,0.00044232614221281774
F_5,hours-per-week,>=41,0.3,9.193689431503797,0.06596587562723812,11.563192026665826,0.9549406806007721,0.34731538029343495,7.386,29.028,0.000781537993728719
F_0,age,>=38,0.5,10.945994664245406,0.08996604785563223,10.916523072870108,1.193750190476802,0.31206047807368387,6.795,25.575,0.0018785060187531991
F_0,age,<=37,0.5,8.826385101534841,0.03803927668234035,10.407934266002485,1.127104461686584,0.26093010416813384,5.508,12.905,0.0011165862956431865
F_1,race,0,0.5,1.6261276764516643,0.01341100710585051,4.703178654200786,0.3224781478473519,0.0909636476516535,2.964,12.915,3.8981888152462035e-05
F_1,race,1,0.5,7.864178051142556,0.026273984368665394,7.60899529221334,0.4907091119086839,0.1794715315282623,4.79,18.908,0.00026301724715212975
F_2,sex,0,0.5,3.4726983767998316,0.024246553021488114,5.9359787384547325,0.5984046348888148,0.12558365679603545,3.469,10.621,0.00025937032209993514
F_2,sex,1,0.5,8.292204459131103,0.049748225981963386,8.487220708541143,0.74411537218058,0.2065213679905728,5.353,21.722,0.0006552837411518531
F_3,capital-gain,<=3471,0.5,111.61547820241326,0.7120629235346538,77.86461899073163,9.464932669675283,2.2737499395763283,25.697,34.372,0.3054312654370107
F_3,capital-gain,>=3674,0.5,47.83780358108013,1.7993663835625517,84.14387256172624,17.8985967139933,3.433346260418043,34.459,38.176,0.31567430808316166
F_4,capital-loss,<=1876,0.5,62.60173590633781,0.3098819557988613,38.555504919850115,4.849608029559744,1.310078099286446,17.287,26.653,0.05321013442134707
