ID,ID2,Feature,Feature2,swap_proportion,Acc,Acc_after,distortion_multiple,distortion_feature,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,effect_distance,effect_distance_contrained,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_4,F_6,chol,restecg,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_4,F_7,chol,thalach,0.1,70.0,73.333,0,0,0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.03333333333333333,1.0,0.533,0.533,0.75,0.786,0.344,0.312
F_4,F_8,chol,exang,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_4,F_9,chol,oldpeak,0.1,70.0,68.333,0,0,0.098792419159368,0.0026161925980381596,0.6951413356361907,0.033008658008658,0.002901169842527294,0.026777070133741886,1.667,31.667,0.016666666666666666,1.0,0.533,0.55,0.75,0.75,0.344,0.375
F_4,F_10,chol,ca,0.1,70.0,68.333,0,0,0.098792419159368,0.0026161925980381596,0.6951413356361907,0.033008658008658,0.002901169842527294,0.026777070133741886,1.667,31.667,0.016666666666666666,1.0,0.533,0.55,0.75,0.75,0.344,0.375
F_4,F_11,chol,thal,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_5,F_0,fbs,age,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_5,F_1,fbs,sex,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_5,F_2,fbs,cp,0.1,70.0,71.667,0,0,0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.05,1.0,0.533,0.55,0.75,0.786,0.344,0.344
F_5,F_3,fbs,trestbps,0.1,70.0,70.0,0,0,0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.03817599738245049,3.333,30.0,0.03333333333333333,1.0,0.533,0.533,0.75,0.75,0.344,0.344
F_5,F_4,fbs,chol,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_5,F_6,fbs,restecg,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_5,F_7,fbs,thalach,0.1,70.0,73.333,0,0,0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.03333333333333333,1.0,0.533,0.533,0.75,0.786,0.344,0.312
F_5,F_8,fbs,exang,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_5,F_9,fbs,oldpeak,0.1,70.0,68.333,0,0,0.098792419159368,0.0026161925980381596,0.6951413356361907,0.033008658008658,0.002901169842527294,0.026777070133741886,1.667,31.667,0.016666666666666666,1.0,0.533,0.55,0.75,0.75,0.344,0.375
F_5,F_10,fbs,ca,0.1,70.0,68.333,0,0,0.098792419159368,0.0026161925980381596,0.6951413356361907,0.033008658008658,0.002901169842527294,0.026777070133741886,1.667,31.667,0.016666666666666666,1.0,0.533,0.55,0.75,0.75,0.344,0.375
F_5,F_11,fbs,thal,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_6,F_0,restecg,age,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_6,F_1,restecg,sex,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_6,F_2,restecg,cp,0.1,70.0,71.667,0,0,0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.05,1.0,0.533,0.55,0.75,0.786,0.344,0.344
F_6,F_3,restecg,trestbps,0.1,70.0,70.0,0,0,0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.03817599738245049,3.333,30.0,0.03333333333333333,1.0,0.533,0.533,0.75,0.75,0.344,0.344
F_6,F_4,restecg,chol,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
