"Swap 
 Percentage",Measurement,Feature,studytime,Pstatus,Medu,Fjob,higher,goout,reason,internet,Walc,age,nursery,activities,romantic,famrel,sex,absences,schoolsup,famsup,freetime,guardian,traveltime,health,paid,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
50%,"Jensen-Shannon
 divergence",nursery,0.0633/0.0633,0.0512/0.0198,0.0813/0.0813,0.0463/0.0463,0.0624/0.0448,0.0422/0.0422,0.0498/0.0498,0.0383/0.0398,0.0648/0.0648,0.0421/0.0421,-,0.048/0.029,0.0525/0.0253,0.0482/0.0482,0.0538/0.0325,0.0393/0.0352,0.0612/0.014,0.0523/0.0412,0.0441/0.0441,0.0409/0.0226,0.0375/0.0375,0.0521/0.0521,0.0562/0.0322,,0.036657613137416376,0.23964156328159458,0.5188776429565048,1.6900759168370616,"[0.06244659560411796, 0.049817866860997456, 0.03826210717290572, 0.052457380506157045]","[0.06331417675766629, 0.08130929522853193, 0.04628177371698275, 0.04475501914219594, 0.042176750133269256, 0.049817866860997456, 0.03975325676544964, 0.06479110711725367, 0.028951921698029494, 0.02526123644960568, 0.04823147770680471, 0.03515179056670745, 0.013989747537947779, 0.04119617913885539, 0.04412610695241541, 0.02261022978663311, 0.03751092131619256, 0.032227252618460135]","[0.12662835351533258, 0.16261859045706387, 0.0925635474339655, 0.1072016147463139, 0.08435350026653851, 0.09963573372199491, 0.07801536393835537, 0.12958221423450733, 0.07696947617542085, 0.07771861695576272, 0.09646295541360941, 0.07442162942420405, 0.07522708469648098, 0.0934729614387779, 0.08825221390483082, 0.0634694665974124, 0.07502184263238512, 0.08846075128410516]"
70%,"Hellinger
 distance",nursery,0.2781/0.2781,0.2777/0.0722,0.3187/0.3187,0.2011/0.2011,0.374/0.1723,0.1789/0.1789,0.221/0.221,0.2248/0.102,0.2282/0.2282,0.1733/0.1733,-,0.2398/0.0606,0.2594/0.0616,0.213/0.213,0.2628/0.0872,0.2165/0.2165,0.2671/0.0717,0.2929/0.1061,0.1858/0.1858,0.1849/0.071,0.178/0.178,0.1828/0.1828,0.2728/0.0928,,0.21583074936819932,1.1945667220101648,2.183898764190156,7.29221376534427,"[0.20108590198273632, 0.37396925502903794, 0.1788892291196909, 0.2247915865105004]","[0.2780749740408218, 0.3186625128219344, 0.20108590198273632, 0.17233598206985518, 0.1788892291196909, 0.22098452349063885, 0.10203088326818706, 0.22823710243607698, 0.060622187404106166, 0.06156793756038222, 0.2129867623886256, 0.21646477925837215, 0.07171011421132172, 0.1061293740518185, 0.18583961695208387, 0.07104229580915032, 0.17798061575167526, 0.09275526438447054]","[0.5561499480816436, 0.6373250256438688, 0.40217180396547264, 0.5463052370988931, 0.3577784582393818, 0.4419690469812777, 0.32682246977868745, 0.45647420487215395, 0.3004323899557913, 0.32097001237466144, 0.4259735247772512, 0.4329295585167443, 0.3388004197347187, 0.3990325254643026, 0.37167923390416774, 0.25589296386599913, 0.3559612315033505, 0.3655457105859041]"
70%,"Wasserstein
 distance",nursery,0.0168/0.0168,0.0048/0.0051,0.016/0.016,0.0071/0.0071,0.0237/0.021,0.0067/0.0067,0.009/0.009,0.006/0.0094,0.0076/0.0076,0.0065/0.0065,-,0.0061/0.0049,0.0068/0.0044,0.0082/0.0082,0.005/0.0046,0.0063/0.0063,0.0122/0.0038,0.008/0.0088,0.0061/0.0061,0.0104/0.0095,0.0115/0.0115,0.0066/0.0066,0.0094/0.0066,,0.00558680543401462,0.0614393630591962,0.11536103895144424,0.3415604902965713,"[0.00901135642839853, 0.00600857490455563, 0.0060853772827898795, 0.00677141680084464, 0.008185182761885864, 0.010413488095829208, 0.009377161350877839]","[0.016849107261301795, 0.01598929807100612, 0.00708652711839205, 0.021018846171576032, 0.0067470622617145, 0.00901135642839853, 0.009364731241798551, 0.007596787034832381, 0.004926124554639271, 0.00441820801685924, 0.008185182761885864, 0.00625347548062915, 0.0038090721984508, 0.00876352942965891, 0.00608333358005792, 0.00951665567288114, 0.011456985308206465, 0.00661962681738896]","[0.03369821452260359, 0.03197859614201224, 0.0141730542367841, 0.04476772300215847, 0.013494124523429, 0.01802271285679706, 0.015373306146354182, 0.015193574069664761, 0.01101150183742915, 0.01118962481770388, 0.01637036552377173, 0.0125069509612583, 0.01603709227826053, 0.01673607966483838, 0.01216666716011584, 0.01993014376871035, 0.02291397061641293, 0.0159967881682668]"
70%,"Total variation
 distance",nursery,0.2753/0.2753,0.144/0.0805,0.3146/0.3146,0.1528/0.1528,0.354/0.2886,0.1298/0.1298,0.1699/0.1699,0.1078/0.1461,0.1941/0.1941,0.1205/0.1205,-,0.1156/0.0713,0.138/0.0811,0.1679/0.1679,0.1281/0.1074,0.1376/0.1376,0.2027/0.0608,0.162/0.1455,0.1303/0.1303,0.1493/0.1185,0.1667/0.1667,0.1366/0.1366,0.1869/0.095,,0.09420349990830026,1.1288444841302696,2.0345852995104163,8.94764500282995,"[0.3539513305717721, 0.16994747988617004, 0.10784851832214774, 0.11561254201632987, 0.1380003638487912, 0.14928074957675846]","[0.27534344377495706, 0.31458910776307447, 0.15281182630995152, 0.288630891231844, 0.12980272555089106, 0.16994747988617004, 0.1461484866246034, 0.19413662398391313, 0.07133477633477629, 0.08107397059947871, 0.16794167058503062, 0.13760117558050827, 0.06082554471851696, 0.145510924312716, 0.13025322808849735, 0.11849289304076535, 0.16670783963866875, 0.09497000695790037]","[0.8260303313248711, 0.9437673232892234, 0.4584354789298546, 0.9312131130354602, 0.3894081766526732, 0.5098424396585102, 0.40014549157135454, 0.5824098719517394, 0.2582820946858825, 0.3001483050477486, 0.5038250117550919, 0.4128035267415248, 0.3243821960658302, 0.45300427176763164, 0.390759684265492, 0.38626653565828917, 0.5001235189160063, 0.3767976315127667]"
70%,"Jensen-Shannon
 divergence",nursery,0.0861/0.0861,0.0657/0.0287,0.0946/0.0946,0.0591/0.0591,0.0789/0.0734,0.0504/0.0504,0.0632/0.0632,0.0507/0.0471,0.0693/0.0693,0.0424/0.0424,-,0.0546/0.0274,0.0613/0.0289,0.0643/0.0643,0.0617/0.0398,0.046/0.046,0.071/0.0237,0.0665/0.0454,0.0535/0.0535,0.0516/0.0369,0.0545/0.0545,0.0529/0.0529,0.0728/0.0369,,0.045645186836531834,0.22563897452264808,0.6159979808300017,2.109063337914678,"[0.07892324101573336, 0.050407307146406656, 0.05066323952397624]","[0.08611499711167345, 0.09459986500344314, 0.05909128147115703, 0.0733876121236194, 0.050407307146406656, 0.06321124719927684, 0.04709421562440458, 0.06928204860214394, 0.02738787349004209, 0.02885150663578707, 0.0643434979824553, 0.046016215737515735, 0.023699514227024255, 0.04544430976650052, 0.053469725092267884, 0.03692227464200261, 0.054514125502434285, 0.03687418294266859]","[0.1722299942233469, 0.18919973000688628, 0.11818256294231407, 0.15231085313935278, 0.10081461429281331, 0.1264224943985537, 0.09775745514838083, 0.1385640972042879, 0.08201706906135418, 0.09014939126446661, 0.1286869959649106, 0.09203243147503147, 0.09468549110578885, 0.11190255891527266, 0.10693945018453577, 0.08850685063052757, 0.10902825100486857, 0.10963304695198578]"
10%,"Hellinger
 distance",activities,0.0728/0.0728,0.0517/0.0507,0.1035/0.1035,0.0528/0.0528,0.0689/0.0886,0.0418/0.0418,0.0753/0.0753,0.0395/0.0469,0.0692/0.0692,0.0739/0.0739,0.0395/0.0467,-,0.0548/0.0436,0.065/0.065,0.0589/0.0346,0.0715/0.0715,0.0576/0.0387,0.0665/0.0634,0.0555/0.0555,0.0516/0.0225,0.0612/0.0612,0.0485/0.0485,0.0436/0.0518,,0.07783178152862624,0.28364507627080665,0.5595243769565148,1.5234522985171277,"[0.06894930239087908, 0.04181264112655146, 0.039516967663747196, 0.05553438356100267]","[0.07281998345974003, 0.08855852841498565, 0.04181264112655146, 0.07530294114413516, 0.04685369466841614, 0.06924682776314865, 0.04360908365129298, 0.06498987299172816, 0.06336756748316658, 0.05553438356100267, 0.02248656115690412, 0.06119649506614048, 0.05179331562638454]","[0.14563996691948006, 0.15750783080586472, 0.08362528225310292, 0.15060588228827032, 0.08637066233216334, 0.1384936555262973, 0.09844414512700814, 0.12997974598345632, 0.1298751260015172, 0.11106876712200534, 0.07404584474800356, 0.12239299013228096, 0.09540239927767752]"
10%,"Wasserstein
 distance",activities,0.002/0.002,0.0007/0.0011,0.0032/0.0032,0.0019/0.0019,0.0013/0.0034,0.0011/0.0011,0.0018/0.0018,0.0011/0.002,0.002/0.002,0.002/0.002,0.0007/0.0012,-,0.0018/0.0011,0.0016/0.0016,0.0024/0.0009,0.0009/0.0009,0.0018/0.0004,0.0019/0.0023,0.0014/0.0014,0.0028/0.0005,0.0023/0.0023,0.0014/0.0014,0.0017/0.0005,,0.00105943569448935,0.01325580488116489,0.01810415079040352,0.04470087793418412,"[0.00200742872176955, 0.0012940198271545601, 0.001140362281489235, 0.0017638173787112251, 0.0019836132249785, 0.00226439722359645, 0.00174273052897602]","[0.00200742872176955, 0.00338312631673486, 0.001140362281489235, 0.0017638173787112251, 0.00199323135605555, 0.0019836132249785, 0.00109890499616866, 0.0016202301909536351, 0.00228718341676181, 0.0013501829469912499, 0.00051941127860736, 0.00226439722359645, 0.00048117167233471]","[0.0040148574435391, 0.0046771461438894196, 0.00228072456297847, 0.0035276347574224503, 0.0031368056283652196, 0.003967226449957, 0.0028942062229257402, 0.0032404603819072703, 0.004208604630460151, 0.0027003658939824997, 0.0033001491702531597, 0.0045287944471929, 0.00222390220131073]"
10%,"Total variation
 distance",activities,0.0325/0.0325,0.0124/0.0187,0.0521/0.0521,0.0265/0.0265,0.021/0.058,0.0166/0.0166,0.0305/0.0305,0.0144/0.0359,0.0404/0.0404,0.0299/0.0299,0.0094/0.0175,-,0.0232/0.0178,0.0244/0.0244,0.0311/0.0123,0.0189/0.0189,0.0284/0.0079,0.0281/0.0308,0.0226/0.0226,0.046/0.0089,0.0298/0.0298,0.0203/0.0203,0.0248/0.0138,,0.01784876857870299,0.18073025086078678,0.2803096414884873,1.0783010183491626,"[0.03245827556044807, 0.02099169890297296, 0.01664205894476266, 0.04041104207259932, 0.02257172180293283, 0.02980668499836797]","[0.03245827556044807, 0.057961986646334195, 0.01664205894476266, 0.030537126374340563, 0.03594845079096752, 0.04041104207259932, 0.01784926153768051, 0.024351430631338898, 0.030757212593382273, 0.02257172180293283, 0.008923112281941153, 0.02980668499836798, 0.01382189930238889]","[0.09737482668134421, 0.13691567219564135, 0.04992617683428799, 0.0916113791230217, 0.08632254883673725, 0.12123312621779794, 0.058884257327132976, 0.07305429189401669, 0.08957479294165968, 0.06771516540879849, 0.06382918978943757, 0.08942005499510393, 0.05243953610418268]"
10%,"Jensen-Shannon
 divergence",activities,0.0196/0.0196,0.0111/0.0135,0.0295/0.0295,0.0161/0.0161,0.0147/0.0227,0.0117/0.0117,0.0213/0.0213,0.0107/0.0144,0.0195/0.0195,0.018/0.018,0.0091/0.0124,-,0.0154/0.0129,0.0175/0.0175,0.0171/0.0094,0.0149/0.0149,0.0154/0.0083,0.0197/0.0186,0.0163/0.0163,0.0201/0.0066,0.0171/0.0171,0.0141/0.0141,0.014/0.013,,0.015915544948986348,0.058616716056989565,0.1428552137781979,0.42857388715163325,"[0.01469386497005414, 0.011742901197657776, 0.0162644049402913]","[0.01958694584941938, 0.02271060000856629, 0.011742901197657776, 0.02128738829090043, 0.014363445607249632, 0.019471267546760554, 0.01294747089259731, 0.017460119599934865, 0.01862534476141753, 0.0162644049402913, 0.006562830409184967, 0.017113050822763355, 0.013042396623676542]","[0.03917389169883876, 0.03740446497862043, 0.02348580239531555, 0.04257477658180086, 0.02503507227356566, 0.03894253509352111, 0.02833789144563805, 0.03492023919986973, 0.03828089274767503, 0.0325288098805826, 0.02665082884769808, 0.03422610164552671, 0.027012580362980702]"
30%,"Hellinger
 distance",activities,0.173/0.173,0.0917/0.1008,0.2093/0.2093,0.1269/0.1269,0.1598/0.1966,0.0943/0.0943,0.136/0.136,0.0621/0.0925,0.1545/0.1545,0.12/0.12,0.0728/0.1183,-,0.0945/0.1081,0.1212/0.1212,0.0947/0.1237,0.159/0.159,0.104/0.1055,0.1077/0.1375,0.1138/0.1138,0.0711/0.0553,0.114/0.114,0.1104/0.1104,0.1098/0.0806,,0.11251374821634415,0.5362674045451836,1.1129982600545516,3.0887087913385884,"[0.15977785297453492, 0.09425018317809102, 0.06206716849844498, 0.10765845167776858]","[0.17296547118603958, 0.1965578756488051, 0.09425018317809102, 0.13595998187580266, 0.0925062901806958, 0.15448453392199804, 0.10807335819643851, 0.12119797370937291, 0.13754054030116727, 0.11384738941420651, 0.055250681645689165, 0.11395798249243538, 0.08062310559683347]","[0.34593094237207916, 0.35633572862334006, 0.18850036635618203, 0.2719199637516053, 0.15457345867914077, 0.3089690678439961, 0.20252363252175432, 0.24239594741874582, 0.24519899197893585, 0.22769477882841305, 0.12635847424540844, 0.22791596498487077, 0.19039147373411722]"
30%,"Wasserstein
 distance",activities,0.0067/0.0067,0.001/0.0048,0.0075/0.0075,0.0035/0.0035,0.0073/0.0088,0.0034/0.0034,0.0045/0.0045,0.0008/0.003,0.0054/0.0054,0.0041/0.0041,0.0015/0.0038,-,0.0024/0.0014,0.0023/0.0023,0.0036/0.0035,0.0084/0.0084,0.007/0.0059,0.0026/0.0038,0.0042/0.0042,0.0045/0.0021,0.0045/0.0045,0.0036/0.0036,0.0022/0.0018,,0.00105396147025569,0.02406645557208364,0.038525552881390354,0.10282032208305524,"[0.00733615088510262, 0.00081367526063398, 0.00542965988456447, 0.0023021305735046, 0.00260663033714469, 0.00452424716087759]","[0.00669092445817693, 0.008766469072344869, 0.0034046226773087954, 0.00451443108923116, 0.00301533215476707, 0.00542965988456447, 0.0014228709350280202, 0.0023021305735046, 0.00377359021248398, 0.00415156510596335, 0.0021208310109211135, 0.00452424716087759, 0.0018140143852694297]","[0.01338184891635386, 0.016102619957447488, 0.006809245354617591, 0.00902886217846232, 0.00382900741540105, 0.01085931976912894, 0.0038415258194191004, 0.0046042611470092, 0.00638022054962867, 0.0083031302119267, 0.006667616424433174, 0.00904849432175518, 0.003964170017471959]"
30%,"Total variation
 distance",activities,0.1166/0.1166,0.0255/0.0647,0.1394/0.1394,0.064/0.064,0.1044/0.2237,0.0553/0.0553,0.0752/0.0752,0.0192/0.0518,0.1073/0.1073,0.0651/0.0651,0.0302/0.0671,-,0.0386/0.0404,0.0576/0.0576,0.0509/0.0591,0.1161/0.1161,0.0877/0.0852,0.0531/0.0713,0.0588/0.0588,0.0686/0.0292,0.062/0.062,0.0585/0.0585,0.0516/0.0275,,0.02360844266335419,0.2965278076762982,0.6485200664524745,2.822321747193024,"[0.10437882682967883, 0.01920070523354328, 0.03862298084545503, 0.05764255319931646, 0.05307429890495036]","[0.1166177178339775, 0.22368898619964356, 0.05534859633053214, 0.07518488602665271, 0.05183296497227494, 0.1073465592194875, 0.04035344814168442, 0.05764255319931646, 0.07125049306478849, 0.058836709788921235, 0.02922070231955086, 0.062032687935634545, 0.027547577532832258]","[0.34985315350193247, 0.551756799228966, 0.16604578899159644, 0.22555465807995814, 0.12286663517809315, 0.32203967765846253, 0.11932987712882387, 0.17292765959794937, 0.19557528503452734, 0.1765101293667637, 0.12707739238223326, 0.18609806380690364, 0.10668662723681431]"
30%,"Jensen-Shannon
 divergence",activities,0.0508/0.0508,0.0199/0.0294,0.0603/0.0603,0.0371/0.0371,0.0375/0.0593,0.0275/0.0275,0.0378/0.0378,0.0162/0.0261,0.0447/0.0447,0.0301/0.0301,0.0188/0.0357,-,0.0272/0.031,0.0343/0.0343,0.0283/0.0363,0.0434/0.0434,0.0323/0.0338,0.0323/0.0398,0.0327/0.0327,0.0271/0.0158,0.0302/0.0302,0.0322/0.0322,0.0323/0.0188,,0.02306781329465573,0.10910927994275849,0.2904288240304455,0.8792852671866405,"[0.03751898879303478, 0.0162287358216645, 0.032293742033403475]","[0.050785220135153984, 0.059303938027755264, 0.0274700138615608, 0.03782535451135351, 0.026080888318550238, 0.04466000302212374, 0.03095159631125734, 0.03432106911542628, 0.0397517294774863, 0.03270760878470168, 0.015774989552298887, 0.030220383619794816, 0.01882776008601399]","[0.10157044027030797, 0.09682292682079005, 0.0549400277231216, 0.07565070902270701, 0.04230962414021474, 0.08932000604424747, 0.05813240151629806, 0.06864213823085256, 0.07204547151088977, 0.06541521756940336, 0.042866471605339254, 0.06044076723958963, 0.051129065492878864]"
50%,"Hellinger
 distance",activities,0.2215/0.2215,0.1669/0.1311,0.2751/0.2751,0.1759/0.1759,0.2217/0.2256,0.1518/0.1518,0.2057/0.2057,0.1453/0.1492,0.2052/0.2052,0.1562/0.1562,0.1423/0.1221,-,0.1576/0.1494,0.1711/0.1711,0.1633/0.1262,0.2125/0.207,0.1753/0.1413,0.1913/0.1745,0.1555/0.1555,0.1311/0.0868,0.1595/0.1595,0.1692/0.1692,0.1653/0.1201,,0.18183619826946468,0.7400880782630082,1.548969945392878,4.458618951873059,"[0.22165968179309342, 0.14532288578339697, 0.1912693124170531]","[0.22152835394589343, 0.22559484783772937, 0.15183278630053054, 0.20572284513397912, 0.1491820626936889, 0.20520257413339804, 0.14938380887466596, 0.17109085348687447, 0.17450996381183717, 0.1555185296600205, 0.08681575194777243, 0.1594934311251547, 0.12013980530173798]","[0.44305670789178686, 0.4472545296308228, 0.3036655726010611, 0.41144569026795824, 0.29450494847708586, 0.4104051482667961, 0.30701069004968906, 0.34218170697374894, 0.3657792762288903, 0.311037059320041, 0.21789957841651914, 0.3189868622503094, 0.2853911814983505]"
50%,"Wasserstein
 distance",activities,0.0097/0.0097,0.0066/0.0041,0.0101/0.0101,0.0052/0.0052,0.0113/0.0132,0.0061/0.0061,0.0076/0.0076,0.0033/0.0052,0.0084/0.0084,0.0042/0.0042,0.0048/0.0024,-,0.0023/0.004,0.0039/0.0039,0.0067/0.0032,0.0145/0.0101,0.012/0.0072,0.0041/0.0056,0.0045/0.0045,0.01/0.0036,0.0079/0.0079,0.0063/0.0063,0.0066/0.0034,,0.00197894534214435,0.026807040214684687,0.055948186873727664,0.1687441965112284,"[0.01125591432527904, 0.00328306408632027, 0.0022531473974552, 0.003910211290200905, 0.00412575777328492]","[0.009668603746599815, 0.013213021514172151, 0.00606619272760885, 0.007603248333171055, 0.00518559215782596, 0.008411390439518345, 0.00404887181110417, 0.003910211290200905, 0.00557635930992428, 0.00451253451257487, 0.00356409879411776, 0.00790850867627121, 0.0034417548775369103]","[0.01933720749319963, 0.024468935839451193, 0.0121323854552177, 0.01520649666634211, 0.008468656244146229, 0.016822780879036693, 0.00630201920855937, 0.00782042258040181, 0.0097021170832092, 0.00902506902514974, 0.013555235247374932, 0.01581701735254242, 0.010085853436597382]"
50%,"Total variation
 distance",activities,0.173/0.173,0.1082/0.0837,0.2119/0.2119,0.1143/0.1143,0.1759/0.2138,0.1005/0.1005,0.1355/0.1355,0.0748/0.0855,0.1769/0.1769,0.0884/0.0884,0.0936/0.0579,-,0.0754/0.0829,0.0944/0.0944,0.1032/0.0672,0.1772/0.1494,0.1708/0.1085,0.1074/0.1104,0.0896/0.0896,0.1479/0.0617,0.1262/0.1262,0.1063/0.1063,0.12/0.0558,,0.04911023957640351,0.48255559677673165,1.018906165926363,4.609622840255775,"[0.1758774659832605, 0.07481985373608165, 0.07538028490795662, 0.1073677525730294]","[0.1729731590507593, 0.21383023353854053, 0.10046883245189812, 0.13553463848195396, 0.08554439539262353, 0.17694913300484585, 0.08288907609917216, 0.09436633471466847, 0.11037153281049594, 0.08957915818909366, 0.061701802615372794, 0.12616948257772348, 0.055768716572442444]","[0.5189194771522779, 0.6035379330603416, 0.30140649735569436, 0.4066039154458619, 0.2459086445213287, 0.5308473990145376, 0.24115843710630097, 0.2830990041440054, 0.32811081819402127, 0.268737474567281, 0.271281430078914, 0.37850844773317044, 0.23150336188204015]"
50%,"Jensen-Shannon
 divergence",activities,0.066/0.066,0.0418/0.0395,0.0787/0.0787,0.0524/0.0524,0.0492/0.0588,0.0454/0.0454,0.0596/0.0596,0.042/0.0427,0.0633/0.0633,0.0395/0.0395,0.0404/0.0333,-,0.0464/0.045,0.0493/0.0493,0.0482/0.0382,0.056/0.0501,0.058/0.0417,0.0568/0.05,0.0449/0.0449,0.0515/0.0284,0.0456/0.0456,0.0503/0.0503,0.0517/0.0287,,0.03745682571879136,0.17504291437803784,0.41997983734594113,1.2989095240991013,"[0.049172040889974726, 0.04203120184589343, 0.04638284592337833]","[0.06596057483647663, 0.058755012574558715, 0.0453711488735448, 0.059568821495613156, 0.04270395785570348, 0.06326796812902476, 0.04504381153332521, 0.04925596196504897, 0.050012030768772565, 0.044899182671820304, 0.028372356591415935, 0.04557788655357044, 0.028671220746178123]","[0.13192114967295326, 0.10792705346453343, 0.0907422977470896, 0.11913764299122631, 0.08473515970159691, 0.12653593625804951, 0.09142665745670354, 0.09851192393009794, 0.10678271017599833, 0.08979836534364061, 0.0798508677047958, 0.09115577310714088, 0.08038398654527543]"
70%,"Hellinger
 distance",activities,0.2899/0.2899,0.1888/0.1512,0.3394/0.3394,0.2059/0.2059,0.2951/0.295,0.1791/0.1791,0.2363/0.2363,0.1743/0.1639,0.2624/0.2624,0.1757/0.1757,0.1697/0.1576,-,0.1929/0.1677,0.2187/0.2187,0.2075/0.1588,0.2443/0.2443,0.1958/0.1552,0.2273/0.1987,0.1871/0.1871,0.1459/0.0778,0.1899/0.1899,0.2053/0.2053,0.1824/0.145,,0.20412251404397558,1.079928811234113,1.9477177092767997,5.39261522235775,"[0.29508693698939525, 0.17909858969606288, 0.1743127274207213, 0.22730804308395797]","[0.28985833134687977, 0.2949918632879487, 0.17909858969606288, 0.23626351494105716, 0.16391164596743688, 0.26244322959408517, 0.16769731161220075, 0.21865317259176553, 0.19865342949403475, 0.18708546970520396, 0.07782285666031652, 0.1899110676202616, 0.1449936107582576]","[0.5797166626937595, 0.5900788002773439, 0.35819717939212575, 0.4725270298821143, 0.33822437338815814, 0.5248864591881703, 0.36059201470987257, 0.4373063451835311, 0.4259614725779927, 0.3741709394104079, 0.22373910164268665, 0.3798221352405232, 0.32739270877106463]"
70%,"Wasserstein
 distance",activities,0.0118/0.0118,0.0099/0.0068,0.0151/0.0151,0.0055/0.0055,0.0214/0.023,0.0067/0.0067,0.0059/0.0059,0.0052/0.0036,0.0118/0.0118,0.0073/0.0073,0.0072/0.0043,-,0.0047/0.005,0.0077/0.0077,0.009/0.0047,0.0138/0.0138,0.0135/0.0087,0.0054/0.0043,0.0049/0.0049,0.0122/0.0047,0.0135/0.0135,0.0075/0.0075,0.0084/0.0095,,0.00262893719679801,0.06804166143922535,0.09165476712784316,0.23235722169505335,"[0.0214286641812562, 0.005914905899089725, 0.00520979868381345, 0.011835303641749501, 0.0077315222415860595, 0.004890202403953295, 0.008402327190979119]","[0.011821835098612166, 0.02303446413290323, 0.0067271660301406605, 0.005914905899089725, 0.00358874469641336, 0.011835303641749501, 0.00503223858670715, 0.0077315222415860595, 0.00431835177374994, 0.004890202403953295, 0.00474682490293702, 0.01352331674222244, 0.00947405946959843]","[0.023643670197224333, 0.04446312831415943, 0.013454332060281321, 0.01182981179817945, 0.00879854338022681, 0.023670607283499002, 0.00971924352456275, 0.015463044483172119, 0.00968902848297912, 0.00978040480790659, 0.016922387217839986, 0.02704663348444488, 0.01787638666057755]"
70%,"Total variation
 distance",activities,0.2515/0.2515,0.1412/0.0999,0.3068/0.3068,0.1405/0.1405,0.3287/0.3374,0.1198/0.1198,0.1546/0.1546,0.1084/0.0997,0.2433/0.2433,0.1144/0.1144,0.1289/0.0952,-,0.1148/0.0999,0.1525/0.1525,0.1478/0.0875,0.207/0.207,0.1948/0.1264,0.1502/0.1191,0.1173/0.1173,0.1738/0.0776,0.1906/0.1906,0.1448/0.1448,0.1446/0.1257,,0.062110778546966304,1.2717342296348633,1.7114833232284319,6.428444434190353,"[0.32874542582281335, 0.10840909161713705, 0.24328702525747117, 0.11483230086427658, 0.15245366575688576, 0.11733016946930275, 0.14456577230001033]","[0.2515001989563171, 0.3373926707021834, 0.11983767419331552, 0.15456641002448543, 0.0997298703453104, 0.24328702525747117, 0.09994187664634895, 0.15245366575688576, 0.11914884204118455, 0.11733016946930275, 0.07762117505147088, 0.19062381057002772, 0.1256882492607306]","[0.7545005968689513, 1.00353076722718, 0.35951302257994655, 0.46369923007345626, 0.30786883230775786, 0.7298610757724135, 0.31471605415697446, 0.45736099727065727, 0.3885420547994422, 0.35199050840790824, 0.3290475921941098, 0.5718714317100831, 0.3959422708214716]"
70%,"Jensen-Shannon
 divergence",activities,0.0871/0.0871,0.047/0.041,0.0959/0.0959,0.0617/0.0617,0.0792/0.0807,0.0524/0.0524,0.0691/0.0691,0.05/0.0449,0.0795/0.0795,0.0425/0.0425,0.0472/0.045,-,0.0566/0.05,0.0651/0.0651,0.0607/0.0468,0.0605/0.0605,0.063/0.0452,0.0671/0.0564,0.0544/0.0544,0.0564/0.0277,0.0594/0.0594,0.0628/0.0628,0.0567/0.045,,0.04208623072464384,0.34319084845131675,0.578505538484712,1.604768410109129,"[0.07917957852487452, 0.0524374907990389, 0.050003953336210896, 0.06511497568432636, 0.05436861938222225]","[0.08709091171752932, 0.08066089864852387, 0.0524374907990389, 0.06909630448729055, 0.04485894718477803, 0.0795408361261784, 0.05001350108835993, 0.06511497568432636, 0.05641904116727024, 0.05436861938222225, 0.027703126234585387, 0.059391834784787045, 0.04503751048857309]","[0.17418182343505864, 0.1598404771733984, 0.1048749815980778, 0.1381926089745811, 0.09486290052098892, 0.1590816722523568, 0.10659794372789386, 0.13022995136865273, 0.1235246369591038, 0.1087372387644445, 0.08408642619592568, 0.11878366956957409, 0.10177407956907256]"
10%,"Hellinger
 distance",romantic,0.0701/0.0701,0.0337/0.063,0.1108/0.1108,0.071/0.071,0.0662/0.099,0.0551/0.0551,0.0781/0.0781,0.0296/0.0485,0.086/0.086,0.0689/0.0689,0.0477/0.0689,0.0296/0.063,-,0.0636/0.0636,0.0395/0.0828,0.064/0.064,0.0375/0.0319,0.0337/0.0508,0.0465/0.0465,0.0263/0.0393,0.0612/0.0612,0.0442/0.0442,0.0436/0.0757,,0.06878022995795173,0.15355090569446744,0.268918674375327,0.6121014473350187,"[0.055132949988705326, 0.0296377257478104]","[0.07013354801391783, 0.05513294998870531, 0.07807382753415236, 0.048548704609261376, 0.06361718295219795]","[0.14026709602783566, 0.11026589997741064, 0.15614765506830472, 0.07818643035707178, 0.1272343659043959]"
10%,"Wasserstein
 distance",romantic,0.002/0.002,0.0011/0.0018,0.0023/0.0023,0.0028/0.0028,0.004/0.0023,0.0014/0.0014,0.0018/0.0018,0.0012/0.0014,0.003/0.003,0.0017/0.0017,0.0013/0.0012,0.0013/0.0009,-,0.0017/0.0017,0.002/0.0021,0.0012/0.0012,0.0049/0.0003,0.0009/0.0014,0.0016/0.0016,0.0021/0.0009,0.0017/0.0017,0.0014/0.0014,0.0041/0.0015,,0.00082600278522899,0.00082600278522899,0.005019333063005929,0.01657754924480727,[],"[0.0020443438377599848, 0.0014225392500443, 0.0018432271366363, 0.00138438404450005, 0.001692166286613245]","[0.00408868767551997, 0.0028450785000886, 0.0036864542732726, 0.0025729962226996098, 0.00338433257322649]"
