"Swap 
 Percentage",Measurement,Feature,age,freetime,activities,romantic,famrel,goout,guardian,health,higher,internet,Pstatus,nursery,absences,Walc,Medu,Fjob,traveltime,famsup,studytime,sex,reason,schoolsup,paid,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
30%,"Hellinger
 distance",sex,0.0173/0.1185,0.0333/0.1013,0.0387/0.0243,0.0366/0.0652,0.0317/0.1152,0.0535/0.1257,0.0387/0.0247,0.0422/0.1781,0.0169/0.2208,0.0337/0.0471,0.0522/0.1152,0.0317/0.09,0.0283/0.1781,0.0443/0.1762,0.0436/0.2295,0.0457/0.1095,0.0485/0.109,0.0457/0.1199,0.0346/0.1572,-,0.0309/0.0972,0.0346/0.0957,0.0436/0.0982,,0.04360908365129298,0.04360908365129298,1.3418897694968306,3.422621673878254,[],"[0.11850490102058606, 0.10126181626087716, 0.024274352304630688, 0.06523630106271669, 0.11523389688604754, 0.12573714917557705, 0.024698104789842, 0.17810676007276888, 0.22077950027254278, 0.047101923127163624, 0.11524983006309934, 0.0900066969073673, 0.17806921320280616, 0.17619577896194147, 0.22951287278343546, 0.10945255635343518, 0.10896049106017416, 0.11985623836521178, 0.15716567185886218, 0.09721882286625808, 0.0957471520357973, 0.09819134225993392]","[0.13579357437347545, 0.1345155955200525, 0.06294381499795526, 0.10185970576226838, 0.14691768062763083, 0.1792254747428068, 0.06336756748316658, 0.22034315368453167, 0.23764442114022089, 0.0808317648625198, 0.16741458818372565, 0.12169048064895059, 0.2063833715040131, 0.22049488646621673, 0.2731219564347284, 0.15510769799850105, 0.15750919566943555, 0.16551138001027765, 0.191743018564641, 0.1280774205503327, 0.1303244987415761, 0.1418004259112269]"
30%,"Wasserstein
 distance",sex,0.0006/0.0027,0.001/0.0038,0.0014/0.0007,0.0013/0.0015,0.0012/0.0033,0.002/0.0046,0.0015/0.0007,0.0012/0.0051,0.0008/0.0113,0.0014/0.0016,0.0022/0.0033,0.0013/0.0026,0.0012/0.0051,0.0019/0.0032,0.0017/0.0052,0.0018/0.0028,0.0015/0.0035,0.0015/0.0032,0.0011/0.0053,-,0.0012/0.0028,0.0011/0.0028,0.0017/0.003,,0.0016114179389748648,0.0016114179389748648,0.04068170910879655,0.10874275815686846,[],"[0.0026653566538278398, 0.00384956571240704, 0.00072408085376668, 0.00145552878188963, 0.003347180588851305, 0.00463967519477632, 0.00070601225000532, 0.00507765638673088, 0.011322991826086015, 0.0016424689011477751, 0.00334647449653122, 0.002583790759047325, 0.005115165539065935, 0.0031570728668762747, 0.005150438949218005, 0.002813161379911915, 0.003493557717199875, 0.003150882736776045, 0.005311417989142555, 0.00281749088170288, 0.00279499713250034, 0.00297561474218218]","[0.0033074469317341047, 0.00486416837621817, 0.00215712202469349, 0.00279147323917452, 0.004586028332494275, 0.006648193795953411, 0.002177277014085285, 0.00631286244442337, 0.012074611698407754, 0.003011804083485995, 0.005535251755712425, 0.00388902684869314, 0.00628133815313822, 0.005016255843768794, 0.006808298583849209, 0.004649589024740155, 0.004982549557580845, 0.004645171261181545, 0.00643331032476978, 0.00400044232170938, 0.003944920103106545, 0.004625616437948045]"
30%,"Total variation
 distance",sex,0.0093/0.0632,0.0172/0.0546,0.0194/0.0096,0.0185/0.0274,0.017/0.0565,0.0283/0.073,0.0201/0.0095,0.0185/0.1048,0.0113/0.1775,0.0186/0.0226,0.0289/0.0615,0.0179/0.0445,0.0159/0.104,0.0233/0.0944,0.0225/0.1484,0.0256/0.0541,0.0222/0.0579,0.0224/0.0589,0.0152/0.0933,-,0.0165/0.0449,0.0162/0.0466,0.0224/0.0478,,0.02194341521459648,0.02194341521459648,0.749390824425203,3.337001422037608,[],"[0.06323792034954223, 0.05455685063282878, 0.0095851451378486, 0.027389160158934677, 0.05648746112252292, 0.07297769079917839, 0.009474142894153235, 0.10482997412365273, 0.17746648448545252, 0.022591947205082317, 0.061515404198641634, 0.04448847524678792, 0.10397669793184498, 0.09442370363909189, 0.14844860702876403, 0.05414540585949233, 0.057852694422930354, 0.058945023212090684, 0.09330398755528424, 0.04488811703416487, 0.04655444423298817, 0.04775548114993541]","[0.1357316165569079, 0.12632826166008057, 0.03855550704207582, 0.07327522825860018, 0.12994308423171608, 0.1742851596512741, 0.03904298656807589, 0.22816299291350306, 0.36618680704459605, 0.06383271308582965, 0.15194794641571435, 0.1068809744687573, 0.22389283718548422, 0.21215456055496362, 0.31942324275219997, 0.13393284869057104, 0.13792708404068366, 0.14028987969367968, 0.20176856539754237, 0.10623855557263613, 0.10929761432586867, 0.11790295592684727]"
30%,"Jensen-Shannon
 divergence",sex,0.0055/0.0349,0.0104/0.0294,0.0113/0.0066,0.0109/0.019,0.0098/0.0331,0.0157/0.0366,0.0115/0.0069,0.0126/0.0526,0.0055/0.0626,0.0103/0.0135,0.0157/0.0332,0.0101/0.0265,0.0086/0.0511,0.0126/0.0514,0.0132/0.0675,0.0138/0.0317,0.0143/0.0315,0.0138/0.034,0.0103/0.0449,-,0.009/0.0277,0.0105/0.0281,0.013/0.0289,,0.01287832986961413,0.01287832986961413,0.38885521873280143,1.0003450516024999,[],"[0.03490614856343462, 0.029373835443296213, 0.006579927841248804, 0.019009661526287244, 0.03307723838262223, 0.03664757150424415, 0.006930514608344615, 0.0525537926333048, 0.06264878511128184, 0.013535959598070146, 0.03323119811709323, 0.02647261877665293, 0.051146088221287335, 0.05144293230903577, 0.06745370873785798, 0.0316951461481821, 0.03151294929106393, 0.03401095856739443, 0.04492166631161865, 0.027745300374269682, 0.028124684570016927, 0.028933091089766837]","[0.040446843941101006, 0.03977618069633079, 0.017893997746025514, 0.02995622974294483, 0.04285822078035352, 0.05231032666703008, 0.018424059682589207, 0.06517609112391369, 0.0681176577178445, 0.023838233685904472, 0.04893584766416933, 0.03654750908447614, 0.059734213877941186, 0.0640641176711138, 0.08065122417508842, 0.04548487091496007, 0.045854213237033536, 0.04778997859651393, 0.05523115175519584, 0.03676066308710392, 0.03858355025831527, 0.041909869496550706]"
50%,"Hellinger
 distance",sex,0.0492/0.1752,0.0493/0.142,0.0419/0.0555,0.0457/0.0945,0.0436/0.1537,0.0475/0.1642,0.0443/0.0416,0.0622/0.2189,0.0099/0.3021,0.0506/0.0844,0.0724/0.158,0.0457/0.1338,0.0439/0.2527,0.0589/0.223,0.0519/0.2837,0.0537/0.1389,0.0542/0.1376,0.0661/0.1372,0.0366/0.1954,-,0.0568/0.1336,0.0416/0.1298,0.0337/0.1244,,0.05578081163199121,0.05578081163199121,1.7958593946518884,4.539812024561963,[],"[0.17523237727891613, 0.14202809549290954, 0.05550191686681557, 0.09451499591661913, 0.15370063189634092, 0.16418773957331095, 0.04156302565752009, 0.21894770457473797, 0.30212004258408565, 0.08437707547035571, 0.15800325484064806, 0.13380303485039086, 0.2526516682484281, 0.2230067633244195, 0.28365860021377126, 0.13888243573098835, 0.13758013600949862, 0.13720166460284525, 0.19539027442518422, 0.13363243645739992, 0.12982209403786385, 0.12435119798674514]","[0.2244544498424202, 0.19129929064934031, 0.09738918689725054, 0.140170137561685, 0.1973097155476339, 0.21165930480695738, 0.08589459985598247, 0.28118901008936287, 0.31199928450002246, 0.13497183807338997, 0.23040255926932884, 0.17945817649545673, 0.29650717997070963, 0.2819275421684289, 0.3355662962170462, 0.19261718936920666, 0.1917909521238978, 0.20333778062695412, 0.23201367912473592, 0.19038769195466682, 0.17138511969538395, 0.15808103972210133]"
50%,"Wasserstein
 distance",sex,0.0012/0.0043,0.0013/0.0039,0.0015/0.0019,0.0017/0.0024,0.0016/0.0038,0.0015/0.0042,0.0014/0.0013,0.0021/0.0061,0.0004/0.021,0.0016/0.0028,0.0028/0.0035,0.0016/0.0036,0.0015/0.0092,0.0022/0.0051,0.0021/0.006,0.0023/0.0032,0.0016/0.0042,0.0021/0.0022,0.0013/0.0058,-,0.0013/0.0036,0.0014/0.0036,0.0014/0.0043,,0.0017327098248103249,0.0017327098248103249,0.05460299995249961,0.14170011962117102,[],"[0.004284378895545085, 0.00391757407103388, 0.001855505986772055, 0.00239343047961853, 0.003751635069264655, 0.00415251867660845, 0.00131103666488378, 0.00611548545325239, 0.021005000115121332, 0.002773853952950415, 0.0035202700074999697, 0.00355564087971486, 0.009161000562791795, 0.005116045884719935, 0.00595689712636085, 0.003186469795899185, 0.004185916935995695, 0.002174541809610735, 0.00577096421853952, 0.00363199360418623, 0.0035853125852992446, 0.004335107479709986]","[0.005529986881785021, 0.00521819619761023, 0.00337904781571651, 0.00412130743632903, 0.00537819311538839, 0.005615611500083264, 0.0026827458876920902, 0.00825164585991909, 0.021407621963001226, 0.004371243470965664, 0.00632566397950809, 0.00513872449152074, 0.01070932432123598, 0.007348746159679045, 0.008051497240076946, 0.005464257000264875, 0.005776099545441029, 0.00429849631016927, 0.00703734620688136, 0.004884411532730551, 0.00497485948491236, 0.005735093220260251]"
50%,"Total variation
 distance",sex,0.0202/0.1037,0.0225/0.0754,0.0224/0.0268,0.0235/0.0437,0.0215/0.0828,0.0263/0.0952,0.0222/0.0174,0.0347/0.1413,0.007/0.3078,0.0236/0.0431,0.0379/0.0869,0.0236/0.0736,0.0243/0.194,0.033/0.141,0.0289/0.2087,0.0306/0.0762,0.0253/0.0805,0.0343/0.0702,0.0169/0.1287,-,0.0267/0.0686,0.0194/0.0664,0.0193/0.0676,,0.027113386136000193,0.027113386136000193,1.1268710043758068,4.943073372867695,[],"[0.10366588828299197, 0.07541630277938725, 0.02679750764157795, 0.043660254140243694, 0.08279204664889658, 0.09516453900605092, 0.017398815071126818, 0.14133094317563413, 0.30783627842166245, 0.043080236200445335, 0.08686085462080834, 0.07356678505663436, 0.1940271254022426, 0.14096597322291707, 0.2087283509550535, 0.07623372886487816, 0.08048274324989468, 0.07022700523291399, 0.12871610149351648, 0.06861957473598566, 0.06636861625133131, 0.06757556602541993]","[0.2275686898123046, 0.173326574670162, 0.07603155909309064, 0.11081353949357314, 0.18712415022866702, 0.2166706375507611, 0.057001549307047976, 0.31732338736714605, 0.6226984353765563, 0.10974654177643729, 0.21163864517601266, 0.17073526222913302, 0.41238665333274493, 0.31494022882249484, 0.4463112089385513, 0.1830455887491898, 0.18623873820715206, 0.17473692278722341, 0.2742884716136833, 0.16393691505353658, 0.15210095436327375, 0.15440871891895325]"
50%,"Jensen-Shannon
 divergence",sex,0.0144/0.0507,0.0145/0.0412,0.0126/0.0162,0.0133/0.0272,0.0129/0.0446,0.0144/0.0481,0.0131/0.0119,0.0191/0.0638,0.0033/0.0838,0.0147/0.0253,0.0213/0.0462,0.014/0.0397,0.0127/0.0725,0.0169/0.0648,0.015/0.0829,0.016/0.04,0.0158/0.0401,0.0194/0.0393,0.0109/0.0559,-,0.0169/0.0386,0.0122/0.0373,0.0104/0.0357,,0.01619636394379409,0.01619636394379409,0.5191395038365259,1.319820893847216,[],"[0.050730041320512245, 0.04121296335969399, 0.016221280353267514, 0.027225172138803932, 0.044629441668333256, 0.04809312234669721, 0.011859990081254646, 0.06384701207860703, 0.08376832275407452, 0.025261209406340697, 0.046192514207329706, 0.03965399382728225, 0.07248986283700427, 0.064769570825339, 0.08294303203566984, 0.039996364444799364, 0.04011865123665346, 0.03933059421459567, 0.055931760828976294, 0.03863739250901297, 0.03728606569634034, 0.0356879216148754]","[0.06515674051146758, 0.05574187948130398, 0.02883792259308373, 0.04054767040114091, 0.057568397687146305, 0.06246937074908403, 0.025001446702119998, 0.08293855680740055, 0.08709077206365554, 0.03999465497300833, 0.06754123149698382, 0.05361114964777216, 0.08520867730132237, 0.08165539414564463, 0.09792075744614481, 0.05601968772474655, 0.05588229957713668, 0.05876408700958602, 0.06682815397789346, 0.05550261937904935, 0.049481127085538236, 0.04605829708598709]"
70%,"Hellinger
 distance",sex,0.0682/0.2121,0.0772/0.1887,0.0637/0.0722,0.0664/0.0971,0.0617/0.1975,0.0733/0.1954,0.0718/0.0564,0.0854/0.2695,0.0218/0.3655,0.0661/0.1069,0.0817/0.1957,0.074/0.1502,0.0542/0.3099,0.0903/0.2547,0.0758/0.3243,0.0722/0.1828,0.0792/0.1728,0.1091/0.1924,0.0578/0.239,-,0.0688/0.1666,0.0641/0.1735,0.07/0.1527,,0.08594383639279998,0.08594383639279998,2.2238101007102604,5.828559977537245,[],"[0.21209065758433104, 0.18866012097981394, 0.0721629501089511, 0.09705520449069358, 0.19750569876776, 0.19541410761968506, 0.0563818885314253, 0.2694700728618666, 0.36546697018022184, 0.10692642675608557, 0.1956692860607421, 0.15022522828358426, 0.30985739251053185, 0.2547181143745641, 0.32427799550909187, 0.18280873539813192, 0.17275571960080138, 0.19244276813630162, 0.23898561270353574, 0.1666480915557742, 0.17347197704532424, 0.15273750957570406]","[0.28029515051512677, 0.2658740319432099, 0.1359038845579593, 0.163437748585791, 0.25917825631008135, 0.2686708468962962, 0.12818011606067198, 0.354870937414191, 0.38727151200586835, 0.17306254278019445, 0.2773467555059256, 0.22424683822082658, 0.36403574193074395, 0.3450533321382338, 0.4000867497387705, 0.2549982487184028, 0.25191106857603107, 0.3015544242180823, 0.29681248232929985, 0.23547116683371155, 0.23756203507566023, 0.2227361071821664]"
70%,"Wasserstein
 distance",sex,0.0024/0.0047,0.002/0.005,0.0021/0.002,0.0021/0.0024,0.0024/0.0051,0.0026/0.0053,0.0026/0.0018,0.0027/0.0065,0.0009/0.0275,0.0021/0.0036,0.0033/0.0053,0.0027/0.0037,0.0026/0.0099,0.0041/0.0078,0.0033/0.008,0.0027/0.0038,0.0024/0.0056,0.0036/0.0058,0.0019/0.0076,-,0.0022/0.0055,0.0022/0.005,0.0021/0.0033,,0.00270570539480505,0.00270570539480505,0.07022844565737221,0.18969121606814024,[],"[0.00472699854156719, 0.00500873239772488, 0.001982739783124095, 0.002398902548874115, 0.005103502769251455, 0.005314632881347181, 0.0017553525997832, 0.006480019433055741, 0.027534314154694733, 0.003562607333351245, 0.00529327168367537, 0.003729357056570825, 0.009908238048638695, 0.007781554638043619, 0.007951692501761646, 0.003789304544980595, 0.00559385141728063, 0.00580154776856206, 0.007550370244314734, 0.005471272087314466, 0.004970239431347015, 0.0033369786598708103]","[0.00710387834894843, 0.0069761741879156795, 0.004053770877998895, 0.0044781641645734605, 0.0075095434330141155, 0.007946268590681722, 0.0043272754185522105, 0.009173692103754965, 0.028387863608758217, 0.005647055541964535, 0.008543791818616427, 0.006394138888381289, 0.012529504772785464, 0.011906954439686843, 0.01126483421549553, 0.00644201911299549, 0.007980006717253794, 0.00935422085541721, 0.009425599199370183, 0.007644636583312231, 0.007126374497927825, 0.005475448690735711]"
70%,"Total variation
 distance",sex,0.0352/0.1347,0.0338/0.1173,0.0313/0.0355,0.034/0.0471,0.0339/0.1223,0.0422/0.1215,0.0377/0.0233,0.045/0.1938,0.0177/0.4226,0.0336/0.0568,0.0451/0.1264,0.0384/0.0899,0.0355/0.2649,0.0563/0.1854,0.0482/0.2701,0.0397/0.1015,0.0388/0.1116,0.0577/0.1233,0.0285/0.1766,-,0.0333/0.1016,0.0312/0.1054,0.0364/0.08,,0.04400162953181675,0.04400162953181675,1.5498532586330158,6.856965231304075,[],"[0.1346540922031465, 0.117325430911148, 0.03547616578321838, 0.04710205288406979, 0.1223411092922777, 0.12145739962174959, 0.023285283856844967, 0.1938122407031444, 0.4225664878593046, 0.05679769780242272, 0.12638705498411265, 0.08994867858114938, 0.26490986842337694, 0.18544153026232663, 0.2701348996764196, 0.10145042724746903, 0.11164179037057861, 0.1233279024962177, 0.17659484190195143, 0.10162447487391353, 0.10540252880475225, 0.080021299662804]","[0.3044707192067774, 0.268448713285388, 0.10221805186717525, 0.12818099328248775, 0.2785841737989577, 0.2851620778651937, 0.08425239818799117, 0.4326577158975046, 0.8628454470707865, 0.1472198159149275, 0.2979187024335521, 0.21827829272535215, 0.5653055702057723, 0.42715317790882457, 0.5884449469137557, 0.2426324960338003, 0.2621064946844711, 0.3043761835453429, 0.3817295248104795, 0.23653479024025054, 0.24199674028109697, 0.19644820514418612]"
70%,"Jensen-Shannon
 divergence",sex,0.0203/0.0621,0.0222/0.0553,0.0182/0.0208,0.0195/0.0285,0.0187/0.0575,0.0217/0.0575,0.021/0.0161,0.0259/0.0789,0.0067/0.1008,0.0193/0.0318,0.0241/0.0572,0.0218/0.0445,0.0157/0.0899,0.0254/0.0743,0.0227/0.0945,0.0215/0.0535,0.0229/0.05,0.0317/0.056,0.017/0.0688,-,0.02/0.049,0.0186/0.0501,0.0204/0.0444,,0.024706241394051396,0.024706241394051396,0.6454813374771823,1.697039352307057,[],"[0.06211546965784628, 0.05533900067948375, 0.020794038231310423, 0.02846265702498545, 0.05748165586848501, 0.05754259631628711, 0.0161423268236364, 0.07894819725948511, 0.10078936574056781, 0.031776523818468634, 0.057168404909654635, 0.04445355958721022, 0.08990507078411844, 0.07427399900204772, 0.09449207113276417, 0.05350824803400298, 0.05001501137408133, 0.05596800395918059, 0.06882557314933971, 0.04902406686964543, 0.050127662577565804, 0.04439668936609502]","[0.08240786401411444, 0.07752430802355308, 0.03903444204616298, 0.04793509172287766, 0.07614570603446044, 0.07923216474409958, 0.03715333148705939, 0.10487489284401144, 0.10747819458949502, 0.05105036649058971, 0.08131223479324898, 0.06627224254015307, 0.10561492885786401, 0.09971048724952059, 0.11723702644789781, 0.07502072295639761, 0.07294410914499191, 0.08767355409397898, 0.08586647701403599, 0.06899253592893753, 0.06875670932998618, 0.06480196195362073]"
10%,"Hellinger
 distance",reason,-,-,-,-,0.0616/0.0427,-,-,-,-,0.0649/0.0173,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.06698362099453149,0.06698362099453149,0.09699251366431783,0.18657559589168304,[],"[0.04272911198668326, 0.0172886733528894]","[0.10434935953803504, 0.08222623635364801]"
10%,"Wasserstein
 distance",reason,-,-,-,-,0.0024/0.0011,-,-,-,-,0.002/0.0006,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.00238243358736643,0.00238243358736643,0.003259221432415705,0.006091550910134894,[],"[0.00111827100188718, 0.00063530468821137]","[0.0034690176922091845, 0.00262253321792571]"
10%,"Total variation
 distance",reason,-,-,-,-,0.0312/0.0197,-,-,-,-,0.0258/0.0087,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.03125823706781643,0.03125823706781643,0.04548856348216488,0.11392366638101686,[],"[0.019717577387690765, 0.00874307544100614]","[0.07063465036688263, 0.043289016014134235]"
10%,"Jensen-Shannon
 divergence",reason,-,-,-,-,0.0179/0.0126,-,-,-,-,0.0176/0.0054,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.019101855614113126,0.019101855614113126,0.02810066529724755,0.053460919556971215,[],"[0.01262851232891481, 0.005369107037354035]","[0.0304883531409096, 0.022972566416061616]"
30%,"Hellinger
 distance",reason,-,-,-,-,0.1043/0.1277,-,-,-,-,0.1059/0.0423,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.1089200136178932,0.1089200136178932,0.19391741754835284,0.38022383586101655,[],"[0.12770929165622982, 0.0422855162046895]","[0.23203880789748244, 0.1481850279635341]"
30%,"Wasserstein
 distance",reason,-,-,-,-,0.0034/0.0034,-,-,-,-,0.0033/0.0015,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.00364700662185456,0.00364700662185456,0.0060638558105535305,0.011511321148123614,[],"[0.003351411442679185, 0.001482286934718755]","[0.006773785043391784, 0.00473753610473183]"
30%,"Total variation
 distance",reason,-,-,-,-,0.0539/0.0701,-,-,-,-,0.0484/0.0213,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.052305856877950294,0.052305856877950294,0.09797814079221068,0.28504069352482025,[],"[0.07009130375143671, 0.021253264077084045]","[0.19411667923425632, 0.09092401429056395]"
30%,"Jensen-Shannon
 divergence",reason,-,-,-,-,0.0305/0.0384,-,-,-,-,0.0303/0.012,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.031164106469297487,0.031164106469297487,0.05634047108074722,0.11107531132078835,[],"[0.0383510605475351, 0.01200166867536437]","[0.06882288096375233, 0.04225243035703602]"
50%,"Hellinger
 distance",reason,-,-,-,-,0.1223/0.169,-,-,-,-,0.1183/0.0725,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.1247854571058089,0.1247854571058089,0.24554094723114955,0.48207049002710645,[],"[0.169037584379433, 0.07247339587124832]","[0.2913062538485053, 0.19076423617860114]"
50%,"Wasserstein
 distance",reason,-,-,-,-,0.0036/0.0042,-,-,-,-,0.0033/0.0028,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.003278475105891055,0.003278475105891055,0.006774583553849265,0.013874678900775012,[],"[0.004178195208568755, 0.002814021687347665]","[0.00773889609467734, 0.006135782806097671]"
50%,"Total variation
 distance",reason,-,-,-,-,0.0617/0.0993,-,-,-,-,0.0562/0.0381,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.06133935626577728,0.06133935626577728,0.13004934874553112,0.3927511432627136,[],"[0.09928676381560822, 0.038133221143899484]","[0.2603010224728559, 0.13245012078985768]"
50%,"Jensen-Shannon
 divergence",reason,-,-,-,-,0.0359/0.0507,-,-,-,-,0.0329/0.0207,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.03514602400099448,0.03514602400099448,0.07080539910501052,0.14013900603886503,[],"[0.05065025076831321, 0.020668499439718872]","[0.08653348093088646, 0.05360552510797858]"
70%,"Hellinger
 distance",reason,-,-,-,-,0.1596/0.212,-,-,-,-,0.135/0.1056,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.15828976444965387,0.15828976444965387,0.3170839153939572,0.6122391851170237,[],"[0.21198687678651332, 0.10560142510209328]","[0.3715970772789504, 0.24064210783807324]"
