"Swap 
 Percentage",Measurement,Feature,chol,restecg,age,cp,exang,trestbps,oldpeak,sex,thal,fbs,thalach,ca,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
30%,"Hellinger
 distance",ca,0.0568/0.0415,0.063/0.0,-,0.0758/0.0743,0.06/0.0,0.079/0.0255,0.0716/0.0368,-,0.0509/0.0872,0.059/0.0047,-,-,,0.05357797534111626,0.05357797534111626,0.18860082804918893,0.7861892102033373,[],"[0.04153246062027903, 0.0, 0.0743132849901252, 0.0, 0.02547063122249037, 0.03682805970792817, 0.0871968679629717, 0.004704400912350857]","[0.09831960304746803, 0.06298677716581798, 0.1501527244676591, 0.0600123034806867, 0.10451923778609701, 0.10838557044643861, 0.13813813040795245, 0.06367486340121742]"
30%,"Wasserstein
 distance",ca,0.0051/0.0049,0.0068/0.0,-,0.0075/0.0087,0.0071/0.0,0.0082/0.0012,0.0065/0.0045,-,0.0039/0.0089,0.0062/0.0003,-,-,,0.006804451861958748,0.006804451861958748,0.021093251557613664,0.08000783235025503,[],"[0.004880140714203095, 0.0, 0.008697644015333414, 0.0, 0.0012414251428053333, 0.004508205318133391, 0.008910418928362114, 0.0003397652724724857]","[0.009956962249069005, 0.006839241202059877, 0.016235744883691963, 0.007141232786448553, 0.009397966803850414, 0.011032631804458896, 0.012832639763248704, 0.00657141285742762]"
30%,"Total variation
 distance",ca,0.0663/0.0561,0.0872/0.0,-,0.1053/0.1083,0.0955/0.0,0.1084/0.0231,0.1006/0.0463,-,0.0608/0.1269,0.0857/0.0049,-,-,,0.0875500452706335,0.0875500452706335,0.27034003189465367,1.4409419323284869,[],"[0.05614283203568917, 0.0, 0.10827441893618361, 0.0, 0.023055648055648043, 0.04633907758907757, 0.12687854084912906, 0.004889455782312924]","[0.17862626402542367, 0.08721084393353298, 0.32185454407093056, 0.09547187561893443, 0.15447928977340736, 0.19325697062041594, 0.31452494750814075, 0.09551719677770096]"
30%,"Jensen-Shannon
 divergence",ca,0.0247/0.0204,0.0295/0.0,-,0.0353/0.0361,0.0284/0.0,0.0365/0.0108,0.0346/0.0178,-,0.0235/0.0437,0.0268/0.0021,-,-,,0.026312326518190356,0.026312326518190356,0.09172426737740486,0.37008785209370937,[],"[0.020402099064417634, 0.0, 0.03608322546974228, 0.0, 0.010823372518478971, 0.01777456189783903, 0.04365802261630493, 0.002082600151646157]","[0.045060227559125074, 0.029523205081922764, 0.07134111703977455, 0.028412619764104606, 0.04729544099764651, 0.05238556575698673, 0.06714233635864372, 0.028927339535505414]"
50%,"Hellinger
 distance",ca,0.0906/0.0789,0.1055/0.0047,-,0.1244/0.0915,0.1007/0.0114,0.1112/0.049,0.0899/0.079,-,0.0758/0.1116,0.1028/0.0208,-,-,,0.10660289708100798,0.10660289708100798,0.33004304817003244,1.2479734821006705,[],"[0.07886770388586624, 0.004704400912350857, 0.0915325647364669, 0.0113574284854378, 0.048992635784244655, 0.07901768590247607, 0.11164165216106688, 0.020766230310139515]","[0.16950843233585214, 0.11021271086332761, 0.21594318972117874, 0.11209658035632711, 0.1602312163606968, 0.16893940745593197, 0.1874757509047575, 0.12356619410259861]"
50%,"Wasserstein
 distance",ca,0.0125/0.008,0.0177/0.0003,-,0.0192/0.0062,0.0154/0.005,0.0146/0.0054,0.0069/0.011,-,0.0091/0.0146,0.0193/0.0022,-,-,,0.018278594630401865,0.018278594630401865,0.04465216656264482,0.16731526531479346,[],"[0.007997009885237914, 0.0003397652724724857, 0.006227941394875314, 0.004983223996263152, 0.005434395087682466, 0.010978323999197057, 0.014621478340164588, 0.002165005888592934]","[0.020483047372981997, 0.018004597650072056, 0.02540289352277206, 0.0203962247547161, 0.02003205933006034, 0.017845128661506157, 0.023719901589320715, 0.021431412433364015]"
50%,"Total variation
 distance",ca,0.1481/0.1183,0.2074/0.0041,-,0.2384/0.1299,0.1835/0.0397,0.1956/0.0737,0.1264/0.1509,-,0.1171/0.2135,0.2032/0.0263,-,-,,0.21235452120569326,0.21235452120569326,0.5905693968995605,2.9326534124466455,[],"[0.11827967006538431, 0.004148629148629147, 0.12990119901884606, 0.03968253968253969, 0.0736940969083826, 0.1508950899707202, 0.2134872091804865, 0.026341317412745983]","[0.3846778552135694, 0.215744240995789, 0.49815940096236416, 0.26287114823437246, 0.34302283656275245, 0.4281783809094733, 0.544104807812791, 0.2558947417555334]"
50%,"Jensen-Shannon
 divergence",ca,0.0466/0.0392,0.0526/0.0021,-,0.0614/0.0442,0.0488/0.0095,0.0571/0.0253,0.0432/0.0451,-,0.0349/0.0606,0.0522/0.0101,-,-,,0.05660016175507639,0.05660016175507639,0.17457690451734076,0.6327955063512538,[],"[0.03915964360693759, 0.0020755488587875857, 0.044193552348702134, 0.009476726587766314, 0.025283782329618348, 0.0450825986245494, 0.06059662596666634, 0.010085007201501]","[0.08580350943866623, 0.05465415809918236, 0.10559805516278717, 0.0582562085375774, 0.08238728288562762, 0.08825575556489777, 0.09551230050110562, 0.06232823616140962]"
70%,"Hellinger
 distance",ca,0.1189/0.0942,0.1253/0.0047,-,0.1528/0.1243,0.1332/0.0161,0.1319/0.0548,0.1184/0.0891,-,0.1124/0.1338,0.128/0.0129,-,-,,0.14343095678893614,0.14343095678893614,0.40833215802568196,1.550795624801596,[],"[0.09422013503571657, 0.004704400912350857, 0.124259598383112, 0.016061829397788656, 0.05480759510532234, 0.08911457396257721, 0.1337816073649081, 0.012852662311715916]","[0.213150645642871, 0.1300367609484136, 0.27705591184155215, 0.14927149603730114, 0.18669730488560485, 0.20750800224720273, 0.24620907241558543, 0.14086643078306513]"
70%,"Wasserstein
 distance",ca,0.0212/0.0091,0.0212/0.0003,-,0.0281/0.0136,0.0228/0.0023,0.0243/0.009,0.0124/0.0092,-,0.0186/0.02,0.0215/0.0013,-,-,,0.027674621590891988,0.027674621590891988,0.06008529831632119,0.23477927340409904,[],"[0.009065961345044072, 0.0003397652724724857, 0.013573714985341953, 0.002313639712550743, 0.0089530689666023, 0.009243198904363753, 0.020013715007289858, 0.0013182892571932477]","[0.030245041257132545, 0.02152356856856572, 0.04169310163513295, 0.025064415874482496, 0.033203593745719115, 0.021622467701934482, 0.03860321002910187, 0.022823874592029832]"
70%,"Total variation
 distance",ca,0.2313/0.1529,0.2549/0.0046,-,0.3308/0.2054,0.2702/0.0683,0.2551/0.1072,0.1903/0.1669,-,0.2397/0.2572,0.2487/0.0157,-,-,,0.3076268268522802,0.3076268268522802,0.7966585800066561,3.977130277130277,[],"[0.1529255233561956, 0.004563492063492062, 0.20543815816925057, 0.06825396825396826, 0.10720925899497326, 0.1668570147561744, 0.2571595250581319, 0.015656565656565653]","[0.5371340416508483, 0.26405484780097777, 0.7417089774813127, 0.40668660043660043, 0.4694814192188141, 0.523979449977349, 0.7540617148589285, 0.2800232257054459]"
70%,"Jensen-Shannon
 divergence",ca,0.0598/0.0482,0.0635/0.0021,-,0.0808/0.0636,0.0661/0.0154,0.068/0.0313,0.0567/0.0506,-,0.058/0.069,0.0672/0.0054,-,-,,0.07660149013965886,0.07660149013965886,0.21937845428446895,0.8057139352250264,[],"[0.04824573299231377, 0.002079768619073086, 0.0636157663132548, 0.015398836218473114, 0.031320104357282885, 0.05055650245191955, 0.06895451895879418, 0.00538269837850879]","[0.10808052174364814, 0.06555562556348485, 0.1444569963317098, 0.08150684532739098, 0.09928147951033141, 0.10729633375790593, 0.1270006254127008, 0.07253550757785446]"
